14.0.0.0,14.0.7.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.139.117.0,14.139.118.255,AS,IN,Delhi,"New Delhi (CGO Complex)",28.5924,77.2364
14.139.119.0,14.139.119.255,AS,IN,Goa,"Vasco da Gama (Headland Sada)",15.4069,73.7904
14.139.120.0,14.139.120.255,AS,IN,Maharashtra,Goregaon,18.1577,73.3208
14.139.121.0,14.139.121.255,AS,IN,Gujarat,"Anand (Mota Bazaar)",22.5548,72.9255
14.139.122.0,14.139.122.255,AS,IN,Gujarat,Ahmedabad,23.0838,72.5306
14.139.123.0,14.139.123.255,AS,IN,Maharashtra,"Mumbai (Mānkhurd)",19.0505,72.9351
14.139.124.0,14.139.124.255,AS,IN,Maharashtra,"Pune (Dighi)",18.6149,73.873
14.139.125.0,14.139.125.255,AS,IN,Maharashtra,"Navi Mumbai (Sector 7)",19.026,73.0559
14.139.126.0,14.139.126.255,AS,IN,Maharashtra,"Pune (Ward No. 8)",18.5408,73.8065
14.139.127.0,14.139.127.255,AS,IN,Gujarat,Bhavnagar,21.7645,72.1519
14.139.128.0,14.139.128.255,AS,IN,Karnataka,Bengaluru,13.0145,77.5709
14.139.129.0,14.139.129.255,AS,IN,Karnataka,Māgadi,12.9105,77.3697
14.139.130.0,14.139.132.255,AS,IN,Delhi,"New Delhi (CGO Complex)",28.5924,77.2364
14.139.133.0,14.139.133.255,AS,IN,Karnataka,Shimoga,13.7359,75.6324
14.139.134.0,14.139.134.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.139.135.0,14.139.140.255,AS,IN,Delhi,"New Delhi (CGO Complex)",28.5924,77.2364
14.139.141.0,14.139.141.95,AS,IN,Karnataka,"Bengaluru (Ambedkar Nagar)",12.9439,77.6694
14.139.141.96,14.139.148.255,AS,IN,Delhi,"New Delhi (CGO Complex)",28.5924,77.2364
14.139.149.0,14.139.149.255,AS,IN,Karnataka,Bengaluru,13.0292,77.5643
14.139.150.0,14.139.150.255,AS,IN,Karnataka,"Bengaluru (HAL 2nd Stage)",12.9719,77.6471
14.139.151.0,14.139.151.255,AS,IN,Karnataka,"Bengaluru (Harsha Layout)",12.9176,77.484
14.139.152.0,14.139.152.255,AS,IN,Karnataka,"Bengaluru (Electronics City)",12.839,77.6776
14.139.153.0,14.139.153.255,AS,IN,Karnataka,"Bengaluru (Vignana Kendra)",13.0777,77.5805
14.139.154.0,14.139.154.255,AS,IN,Karnataka,"Hubli (Deshpande Nagar)",15.3537,75.1423
14.139.155.0,14.139.155.255,AS,IN,Karnataka,Bengaluru,12.9515,77.4921
14.139.156.0,14.139.156.255,AS,IN,Karnataka,"Hubli (Navanagar)",15.3997,75.073
14.139.157.0,14.139.157.255,AS,IN,Karnataka,"Bengaluru (1st Sector)",12.9148,77.6516
14.139.158.0,14.139.158.255,AS,IN,Karnataka,Bengaluru,13.0885,77.5958
14.139.159.0,14.139.159.255,AS,IN,Karnataka,"Bengaluru (4th Block)",12.9259,77.583
14.139.160.0,14.139.160.255,AS,IN,"Tamil Nadu","Gāndhī Nagar",13.0064,80.2542
14.139.161.0,14.139.161.255,AS,IN,"Tamil Nadu","Chennai (Anna University)",13.009,80.2296
14.139.162.0,14.139.162.255,AS,IN,"Tamil Nadu",Puliyūr,10.745,78.8496
14.139.163.0,14.139.163.255,AS,IN,"Tamil Nadu","Chennai (Taramani)",12.9949,80.2456
14.139.164.0,14.139.170.255,AS,IN,Delhi,"New Delhi (CGO Complex)",28.5924,77.2364
14.139.171.0,14.139.171.255,AS,IN,"Tamil Nadu",Tiruchi,10.6779,78.7446
14.139.172.0,14.139.172.255,AS,IN,"Tamil Nadu","Chennai (Pallikaranai)",12.9418,80.2064
14.139.173.0,14.139.173.255,AS,IN,"Tamil Nadu","Chennai (CPWD Staff Quarters)",13.0373,80.2095
14.139.174.0,14.139.174.255,AS,IN,"Andhra Pradesh","Tirumala - Tirupati",13.6303,79.4456
14.139.175.0,14.139.175.255,AS,IN,Delhi,"New Delhi (CGO Complex)",28.5924,77.2364
14.139.176.0,14.139.176.255,AS,IN,"Tamil Nadu","Chennai (Taramani)",12.9814,80.2432
14.139.177.0,14.139.179.255,AS,IN,Delhi,"New Delhi (CGO Complex)",28.5924,77.2364
14.139.180.0,14.139.180.255,AS,IN,"Tamil Nadu",Chennai,12.9517,80.2112
14.139.181.0,14.139.181.255,AS,IN,Puducherry,Puducherry,11.9139,79.8145
14.139.182.0,14.139.182.255,AS,IN,Kerala,Munnar,10.093,77.0682
14.139.183.0,14.139.183.255,AS,IN,"Tamil Nadu",Tiruchi,10.8031,78.6761
14.139.184.0,14.139.184.255,AS,IN,"Tamil Nadu",Vellānūr,13.1617,80.1149
14.139.185.0,14.139.185.255,AS,IN,Kerala,Ferokh,11.1355,75.8989
14.139.186.0,14.139.186.255,AS,IN,"Tamil Nadu","Madurai (Race Course Colony)",9.93979,78.1408
14.139.187.0,14.139.187.255,AS,IN,"Tamil Nadu","Coimbatore (R.S. Puram)",11.0128,76.9417
14.139.188.0,14.139.188.255,AS,IN,Kerala,Trivandrum,8.4875,76.9525
14.139.189.0,14.139.189.255,AS,IN,"Tamil Nadu",Salem,11.6643,78.146
14.139.190.0,14.139.190.255,AS,IN,Puducherry,"Puducherry (Gorimedu)",11.9561,79.7943
14.139.191.0,14.139.191.255,AS,IN,Kerala,"Trivandrum (Sreekariyam)",8.54714,76.9139
14.139.192.0,14.139.192.255,AS,IN,"West Bengal",Kolkata,22.601,88.4192
14.139.193.0,14.139.193.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.139.194.0,14.139.194.255,AS,IN,Bihar,Bihtā,25.5633,84.8698
14.139.195.0,14.139.195.255,AS,IN,Odisha,Bhubaneswar,20.2961,85.8245
14.139.196.0,14.139.196.255,AS,IN,Assam,"Guwahati (Resham Nagar)",26.1166,91.8104
14.139.197.0,14.139.197.255,AS,IN,Bihar,Hājīpur,25.6947,85.2362
14.139.198.0,14.139.198.255,AS,IN,Assam,"Tezpur (Dolabari)",26.6401,92.8172
14.139.199.0,14.139.199.255,AS,IN,"West Bengal","Kolkata (Scheme VIIM)",22.5861,88.3937
14.139.200.0,14.139.200.255,AS,IN,Nagaland,Kohima,25.6733,94.1079
14.139.201.0,14.139.201.255,AS,IN,Delhi,"New Delhi (CGO Complex)",28.5924,77.2364
14.139.202.0,14.139.202.255,AS,IN,Assam,Rani,26.0309,91.5734
14.139.203.0,14.139.203.255,AS,IN,Meghalaya,"Shillong (Mawroh)",25.5892,91.8956
14.139.204.0,14.139.204.255,AS,IN,Manipur,"Imphal (Pang-han Leirak)",24.8061,93.9664
14.139.205.0,14.139.205.255,AS,IN,Odisha,Balasore,21.4869,86.9246
14.139.206.0,14.139.206.255,AS,IN,Jharkhand,Gua,22.2119,85.3834
14.139.207.0,14.139.207.255,AS,IN,Meghalaya,"Shillong (Secretariat Hills)",25.5711,91.885
14.139.208.0,14.139.208.255,AS,IN,Sikkim,Gangtok,27.3173,88.5972
14.139.209.0,14.139.209.255,AS,IN,Tripura,Agartala,23.8315,91.2868
14.139.210.0,14.139.210.255,AS,IN,Bihar,"Patna (Patna University Campus)",25.6185,85.1658
14.139.211.0,14.139.211.255,AS,IN,"West Bengal",Bolpur,23.7158,87.6532
14.139.212.0,14.139.212.255,AS,IN,"West Bengal",Mohanpur,22.9452,88.5336
14.139.213.0,14.139.213.255,AS,IN,Assam,Guwahati,26.1445,91.7362
14.139.214.0,14.139.214.255,AS,IN,Manipur,Imphal,24.8118,93.9114
14.139.215.0,14.139.215.255,AS,IN,Bihar,Muzaffarpur,26.1209,85.3647
14.139.216.0,14.139.216.255,AS,IN,Bihar,"Patna (Sadikpur)",25.5984,85.1976
14.139.217.0,14.139.217.255,AS,IN,Assam,Jorhāt,26.7465,94.2026
14.139.218.0,14.139.218.255,AS,IN,Assam,"Guwahati (Dispur)",26.1396,91.7903
14.139.219.0,14.139.219.255,AS,IN,"West Bengal",Kolkata,22.5815,88.4077
14.139.220.0,14.139.220.255,AS,IN,"West Bengal","Bānkura (Kenduadihi)",23.2325,87.0349
14.139.221.0,14.139.221.255,AS,IN,Delhi,"New Delhi (CGO Complex)",28.5924,77.2364
14.139.222.0,14.139.222.255,AS,IN,"West Bengal","Kolkata (Bortola)",22.5802,88.3544
14.139.223.0,14.139.223.255,AS,IN,Bihar,Patna,25.6103,85.0909
14.139.224.0,14.139.224.255,AS,IN,"Uttar Pradesh","Noida (Sector)",28.5732,77.357
14.139.225.0,14.139.225.255,AS,IN,Kerala,"Thrissur (Chembukkav)",10.5276,76.2168
14.139.226.0,14.139.226.255,AS,IN,Rajasthan,"Jaipur (Sector 9)",26.8487,75.8054
14.139.227.0,14.139.227.255,AS,IN,Delhi,"New Delhi (CGO Complex)",28.5924,77.2364
14.139.228.0,14.139.228.255,AS,IN,Punjab,Firozpur,30.9331,74.6225
14.139.229.0,14.139.229.255,AS,IN,Punjab,"Patiāla (New Lal Bagh)",30.3278,76.3854
14.139.230.0,14.139.230.255,AS,IN,"Uttar Pradesh","Lucknow (Sector 10)",26.8871,81.003
14.139.231.0,14.139.231.255,AS,IN,"Uttar Pradesh",Sultānpur,26.2648,82.0727
14.139.232.0,14.139.232.255,AS,IN,"Madhya Pradesh","Vidisha (Haripura)",23.5158,77.8092
14.139.233.0,14.139.233.255,AS,IN,Uttarakhand,Haldwani,29.1938,79.5097
14.139.234.0,14.139.234.255,AS,IN,"Himachal Pradesh","Hamīrpur (Pratap Nagar)",31.6899,76.5191
14.139.235.0,14.139.235.255,AS,IN,Delhi,"Delhi (Kashmere Gate)",28.6653,77.2324
14.139.236.0,14.139.236.255,AS,IN,Haryana,"Gurugram (DLF Phase 3)",28.498,77.0992
14.139.237.0,14.139.237.255,AS,IN,"Uttar Pradesh",Prayagraj,25.4046,81.8402
14.139.238.0,14.139.238.255,AS,IN,"Uttar Pradesh","Greater Noida",28.4217,77.5254
14.139.239.0,14.139.239.255,AS,IN,Uttarakhand,"Dehradun (Indian Military Academy)",30.3379,77.9935
14.139.240.0,14.139.240.255,AS,IN,"Himachal Pradesh",Dharamsala,32.2197,76.3209
14.139.241.0,14.139.241.255,AS,IN,"Madhya Pradesh","Gwalior (LNUPE Campus)",26.2204,78.1932
14.139.242.0,14.139.242.255,AS,IN,Punjab,Bathinda,30.211,74.9455
14.139.243.0,14.139.243.255,AS,IN,Rajasthan,Jaipur,26.9124,75.7873
14.139.244.0,14.139.244.255,AS,IN,Rajasthan,"Udaipur (Ganapati Nagar)",24.5944,73.7318
14.139.245.0,14.139.245.255,AS,IN,Delhi,"New Delhi (Safdarjung Campus)",28.5694,77.2045
14.139.246.0,14.139.246.255,AS,IN,Chandigarh,Chandigarh,30.7574,76.7675
14.139.247.0,14.139.247.255,AS,IN,Delhi,"New Delhi",28.5897,77.2219
14.139.248.0,14.139.248.255,AS,IN,Delhi,"New Delhi (Pusa)",28.6407,77.1711
14.139.249.0,14.139.249.255,AS,IN,"Uttar Pradesh","Daurāla (Modipuram)",29.0677,77.708
14.139.250.0,14.139.250.255,AS,IN,Chhattisgarh,"Raipur (Pandit Jawahar Lal Nehru Memorial Medical College)",21.2492,81.6396
14.139.251.0,14.139.251.255,AS,IN,Delhi,"New Delhi (CGO Complex)",28.5924,77.2364
14.139.252.0,14.139.252.255,AS,IN,Uttarakhand,"Dehradun (Adhoiwāla)",30.3226,78.0704
14.139.253.0,14.139.253.255,AS,IN,Delhi,"New Delhi (Pataudi House)",28.6211,77.2216
14.139.254.0,14.139.254.255,AS,IN,Delhi,"New Delhi",28.5445,77.2642
14.139.255.0,14.139.255.255,AS,IN,Delhi,"New Delhi (CGO Complex)",28.5924,77.2364
14.140.0.0,14.140.7.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.140.8.0,14.140.9.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.140.10.0,14.140.11.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.140.12.0,14.140.13.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.140.14.0,14.140.23.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.140.24.0,14.140.27.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.140.28.0,14.140.29.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.140.30.0,14.140.31.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.140.32.0,14.140.33.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.140.34.0,14.140.39.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.140.40.0,14.140.47.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.140.48.0,14.140.55.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.140.56.0,14.140.56.255,AS,IN,Goa,Sanguem,15.1473,74.1416
14.140.57.0,14.140.57.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.140.58.0,14.140.59.255,AS,IN,Goa,Sanguem,15.1473,74.1416
14.140.60.0,14.140.60.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.140.61.0,14.140.61.255,AS,IN,Goa,Sanguem,15.1473,74.1416
14.140.62.0,14.140.63.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.140.64.0,14.140.71.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.140.72.0,14.140.75.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.140.76.0,14.140.79.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.140.80.0,14.140.81.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.140.82.0,14.140.83.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.140.84.0,14.140.87.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.140.88.0,14.140.95.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.140.96.0,14.140.99.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.140.100.0,14.140.103.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.140.104.0,14.140.104.255,AS,IN,"Uttar Pradesh",Varanasi,25.3167,83.0104
14.140.105.0,14.140.117.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.140.118.0,14.140.119.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.140.120.0,14.140.127.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.140.128.0,14.140.131.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.140.132.0,14.140.133.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.140.134.0,14.140.135.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.140.136.0,14.140.138.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.140.139.0,14.140.143.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.140.144.0,14.140.147.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.140.148.0,14.140.148.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.140.149.0,14.140.149.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.140.150.0,14.140.150.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.140.151.0,14.140.151.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.140.152.0,14.140.154.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.140.155.0,14.140.155.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.140.156.0,14.140.158.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.140.159.0,14.140.159.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.140.160.0,14.140.163.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.140.164.0,14.140.167.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.140.168.0,14.140.175.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.140.176.0,14.140.179.255,AS,IN,Kerala,Ernākulam,9.98164,76.2999
14.140.180.0,14.140.183.255,AS,IN,"West Bengal","Kolkata (Nitai Nagar)",22.4952,88.399
14.140.184.0,14.140.187.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.140.188.0,14.140.191.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.140.192.0,14.140.195.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.140.196.0,14.140.197.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.140.198.0,14.140.199.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.140.200.0,14.140.203.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.140.204.0,14.140.204.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.140.205.0,14.140.207.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.140.208.0,14.140.209.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.140.210.0,14.140.210.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.140.211.0,14.140.211.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.140.212.0,14.140.215.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.140.216.0,14.140.219.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.140.220.0,14.140.220.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.140.221.0,14.140.221.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.140.222.0,14.140.222.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.140.223.0,14.140.223.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.140.224.0,14.140.227.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.140.228.0,14.140.229.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.140.230.0,14.140.230.255,AS,IN,Kerala,Ernākulam,9.98164,76.2999
14.140.231.0,14.140.231.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.140.232.0,14.140.235.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.140.236.0,14.140.239.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.140.240.0,14.140.243.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.140.244.0,14.140.245.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.140.246.0,14.140.247.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.140.248.0,14.140.249.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.140.250.0,14.140.251.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.140.252.0,14.140.255.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.0.0,14.141.1.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.141.2.0,14.141.3.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.141.4.0,14.141.5.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.141.6.0,14.141.7.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.141.8.0,14.141.11.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.12.0,14.141.13.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.14.0,14.141.17.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.18.0,14.141.18.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.141.19.0,14.141.19.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.20.0,14.141.20.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.141.21.0,14.141.21.255,AS,IN,Kerala,Ernākulam,9.98164,76.2999
14.141.22.0,14.141.23.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.24.0,14.141.25.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.141.26.0,14.141.27.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.28.0,14.141.33.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.34.0,14.141.34.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.141.35.0,14.141.35.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.36.0,14.141.37.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.141.38.0,14.141.39.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.141.40.0,14.141.41.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.42.0,14.141.43.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.141.44.0,14.141.47.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.141.48.0,14.141.51.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.52.0,14.141.53.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.54.0,14.141.55.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.56.0,14.141.57.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.141.58.0,14.141.59.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.60.0,14.141.61.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.141.62.0,14.141.63.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.64.0,14.141.67.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.68.0,14.141.71.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.72.0,14.141.72.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.73.0,14.141.73.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.141.74.0,14.141.75.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.141.76.0,14.141.77.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.141.78.0,14.141.79.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.80.0,14.141.82.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.83.0,14.141.83.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.84.0,14.141.85.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.141.86.0,14.141.87.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.141.88.0,14.141.89.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.90.0,14.141.91.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.141.92.0,14.141.93.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.94.0,14.141.94.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.95.0,14.141.95.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.96.0,14.141.99.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.100.0,14.141.103.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.141.104.0,14.141.107.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.141.108.0,14.141.109.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.110.0,14.141.110.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.141.111.0,14.141.111.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.141.112.0,14.141.116.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.117.0,14.141.117.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.141.118.0,14.141.121.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.141.122.0,14.141.123.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.141.124.0,14.141.124.255,AS,IN,Maharashtra,Mumbai,19.076,72.8777
14.141.125.0,14.141.127.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.128.0,14.141.131.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.132.0,14.141.132.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.141.133.0,14.141.133.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.134.0,14.141.137.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.138.0,14.141.139.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.141.140.0,14.141.141.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.142.0,14.141.143.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.144.0,14.141.144.255,AS,IN,Delhi,"New Delhi",28.5086,77.2175
14.141.145.0,14.141.145.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.141.146.0,14.141.147.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.148.0,14.141.149.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.150.0,14.141.151.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.141.152.0,14.141.153.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.141.154.0,14.141.155.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.141.156.0,14.141.157.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.158.0,14.141.159.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.141.160.0,14.141.161.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.141.162.0,14.141.163.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.141.164.0,14.141.167.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.168.0,14.141.168.255,AS,IN,Kerala,Ernākulam,9.98164,76.2999
14.141.169.0,14.141.169.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.170.0,14.141.171.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.141.172.0,14.141.173.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.174.0,14.141.175.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.176.0,14.141.177.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.141.178.0,14.141.179.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.141.180.0,14.141.180.255,AS,IN,Telangana,Hyderabad,17.385,78.4867
14.141.181.0,14.141.181.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.182.0,14.141.183.255,AS,IN,Kerala,Ernākulam,9.98164,76.2999
14.141.184.0,14.141.185.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.141.186.0,14.141.186.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.141.187.0,14.141.188.255,AS,IN,Maharashtra,Mumbai,19.076,72.8777
14.141.189.0,14.141.189.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.190.0,14.141.190.255,AS,IN,Maharashtra,Mumbai,19.076,72.8777
14.141.191.0,14.141.193.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.194.0,14.141.194.255,AS,IN,Maharashtra,Pune,18.5204,73.8567
14.141.195.0,14.141.195.255,AS,IN,Maharashtra,"Mumbai (Dadar West)",19.0203,72.8317
14.141.196.0,14.141.196.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
